No,Pengguna,Waktu,Ulasan,Label
4226,AA,2021-12-13 8:06:37,Mohon solusinya. Sy ga bisa login di aplikasi. Sy sudah re-instal aplikasi tp ga bs jg. User not found.,Negatif
4227,DXM,2021-12-13 8:09:14,"Perbaiki dong, saya setiap mau lengkapi akun profil selalu gagal dngn alasan ""Internal Server Error"". Sebelumnya saya vaksin pertama saat scan barcode agar dapat sertifikatnya juga di bilang gagal, padahal saya udh nyoba puluhan kali. Please benerin aplikasinya, ini penting bngt dimasa pandemi skrng!!",Negatif
4228,YH,2021-12-13 8:09:48,Katanya srmua pakai peduli lindung. Aplikasi error terus!!!!!!!,Negatif
4229,DS,2021-12-13 8:11:46,Mantap,Positif
4230,SH,2021-12-13 8:12:05,"Gaje bgt, ini kenapa selalu muncul ""Internal server error""?! Mau claim sertifikat malah dipersulit!!",Negatif
4231,AI,2021-12-13 8:14:36,Sll keluar jika.mau akses masuk,Negatif
4232,TH,2021-12-13 8:15:23,Vaksin,Positif
4233,BG,2021-12-13 8:25:42,"KALO EROR ITU HARUSNYA DIPERBAIKI BUKAN MINTA MAAF, SEKELAS APLIKASI NEGARA AJA MAU NGIRIM DATA ERROR",Negatif
4234,AV,2021-12-13 8:38:03,Kenapa pada melengkapi data internal server nya selalu eror,Negatif
4235,EL,2021-12-13 8:41:46,Karena saya terpaksa download aplikasi ini login gak bisa2 server eror kan aneh,Negatif
4236,MF,2021-12-13 8:46:36,Tidak bisa terdaftar padahal sudah di isi semua tapi selalu eror,Negatif
4237,WJ,2021-12-13 8:50:07,Keren,Positif
4238,QMJ,2021-12-13 8:52:19,Sangat baik aplikasi ini sangat memudahkan,Positif
4239,RN,2021-12-13 8:52:37,Bgs,Positif
4240,AFA,2021-12-13 8:54:45,Sertivikat vaksin kedua kenpa gk muncun di amplikasi ini??,Negatif
4241,UL,2021-12-13 8:55:31,Aplikasinya parah... Selalu error'...... Cek sertifikat aja susah padahal lagi dibutuhkan...,Negatif
4242,RV,2021-12-13 9:02:02,Mohon maaf untuk diperbaiki lagi aplikasinya setiap menlengkapi profil selalu eror saat menyimpan mohon untuk segera diperbaiki🙏,Negatif
4243,WD,2021-12-13 9:05:50,alhamdulillah sertifikat nya udh bisa di ambil makasih developer udh nge respond😇,Positif
4244,ME,2021-12-13 9:08:11,Aplikasi mentah... Mau chek sertifikat vaksin disuruh lengkapi propil. Pas nyari tgl lahir susah setengah modar sampai skrg belum ketemu tuh tg lahir gua. Sampai kecapean jadi males nerusinya,Negatif
4245,F,2021-12-13 9:15:47,Untuk aplikasi awalnya berjalan dengan baik tapi entah kenapa sekarang jadi lebih sering error. Mohon segera diperbaiki karena kalau erro aplikasinya tidak bisa digunakan dengan baik Terima Kasih,Negatif
4246,BT,2021-12-13 9:16:38,Eror,Negatif
4247,RT,2021-12-13 9:18:15,Tdk bisa daftarkan nik! Selalu muncul tulisan internal server eror. Perbaiki!,Negatif
4248,BK,2021-12-13 9:20:56,ini apa gunanya apk .klo stiap mau ngcek eror terus .,Negatif
4249,AA,2021-12-13 9:21:40,Kak kenapa saya login pasti internal server padahal jaringan bagus Haah,Negatif
4250,WK,2021-12-13 9:34:46,Keren sangat membantu,Positif
4251,RZM,2021-12-13 9:36:24,👎 bintang satu dulu 👎,Negatif
4252,HW,2021-12-13 9:36:46,Bagus,Positif
4253,BD,2021-12-13 9:42:34,Ok,Positif
4254,AZ,2021-12-13 9:46:35,Ok,Positif
4255,MM,2021-12-13 9:46:56,Aplikasinya cukup membantu .,Positif
4256,ZA,2021-12-13 9:53:39,"saran saya, cari engineer yang pinter, inimah sama aja boong, masi manual",Negatif
4257,RG,2021-12-13 9:54:30,Aplikasi cacat.,Negatif
4258,HR,2021-12-13 10:00:46,"Disuruh lengkapi data, udah di lengkapi tapi malah internal server error terus😑😑",Negatif
4259,SP,2021-12-13 10:04:05,Untuk tnggal lahir mohon untuk diberi kemudahan dgn pencarian bukan dgn ketuk mundur. Terima kasih,Negatif
4260,MJ,2021-12-13 10:04:19,"Mohon maaf, Saya mau bertanya. Saya baru download aplikasi PeduliLindungi, setelah itu saya masuk ke akun saya. Setelah saya melengkapi profile dan menyimpan data, tapi kenapa ada keterangan internal server eror ya. Mohon pencerahannya, karena mau dibuat kerja. 🙏",Negatif
4261,IR,2021-12-13 10:06:42,Oke,Positif
4262,KDA,2021-12-13 10:07:33,"Setiap mau digunakan selalu internal server error,bikin repot ketika lg diperlukan bgt",Negatif
4263,FD,2021-12-13 10:08:38,Aplikasi taik. Gak ada yg bisa terjadi didalamnya. Nyesek download🖕,Negatif
4264,SA,2021-12-13 10:09:34,Terbaik,Positif
4265,VPT,2021-12-13 10:11:22,Saya tak bisa checkout,Negatif
4266,LR,2021-12-13 10:14:03,bagus,Positif
4267,FY,2021-12-13 10:14:04,"Lebih suka tampilan yg lama :') di tampilan yg lama satu akun bisa sinkron sama sertifikat ortu, skrag gabisa :') ngga ada map nya pula",Negatif
4268,FD,2021-12-13 10:14:16,Jelek sering error,Negatif
4269,NOT,2021-12-13 10:14:22,👍🏻,Positif
4270,BD,2021-12-13 10:21:44,"Saya dah 2 hari yang lalu vaksin kedua, ko blm ada data online!",Negatif
4271,RT,2021-12-13 10:23:49,Udah vaksin sampai 2 kali ko gak da ya sertivicat vaksin nya,Negatif
4272,HY,2021-12-13 10:24:21,Captcha ganti angka ty,Negatif
4273,IRSCB,2021-12-13 10:25:02,Tidak bisa Daptar lemot pdhl jaringan bagus,Negatif
4274,AJ,2021-12-13 10:25:08,Bagus,Positif
4275,BB,2021-12-13 10:30:24,Aplikasi pedulilindungi saya tidak bisa di buka.,Negatif
4276,AH,2021-12-13 10:30:39,Okelahh,Positif
4277,MK,2021-12-13 10:32:38,"Gak guna ,masih banyak bugnya kambing",Negatif
4278,PG,2021-12-13 10:35:27,Kok Mau daftar tulisannya enternal valid eror sih?,Negatif
4279,BSSS,2021-12-13 10:35:40,Aplikasi ini ngebuat ngeleg terus gmn dooong ga masuk trus?cp,Negatif
4280,IJ,2021-12-13 10:43:00,Ok,Positif
4281,ID,2021-12-13 10:43:15,Tidak berfungsi,Negatif
4282,RF,2021-12-13 10:44:10,aplikasi Asu ini masa Login mala Menyuru Klip poto Bus Zebra ala,Negatif
4283,DR,2021-12-13 10:47:43,"Aplikasi yang membingungkan ,alihalih mempermudah malah ngeuBUG :) WARBIASYAH",Negatif
4284,DA,2021-12-13 10:48:17,GG BANG,Positif
4285,EHH,2021-12-13 10:49:39,Aplikasi terbaik,Positif
4286,EAMS,2021-12-13 10:52:50,Sangat membantu dalam proses pembuatan kartu vaksin covid-19,Positif
4287,JS,2021-12-13 10:53:31,Saya sdg di vaksin dan ingin melihat barcode pedulilindungi,Positif
4288,GNMGM,2021-12-13 10:56:03,Sertifikat vaksin ke2 belum keluar,Negatif
4289,BW,2021-12-13 10:57:32,"Sangat buruk aplikasinya, padahal udah vaksin tapi setiap mau lihat sertifikat selalu periksa dan harus buka lewat google",Negatif
4290,WK,2021-12-13 10:58:17,Aplikasi sampah ga bisa dibuka,Negatif
4291,AE,2021-12-13 10:59:39,Lumayan bagus.,Positif
4292,FD,2021-12-13 11:00:08,Jos,Positif
4293,NA,2021-12-13 11:00:23,"Aplikasi yg harusnya memudahkan kita , justru malah bikin merepotkan",Negatif
4294,SH,2021-12-13 11:03:24,"Payah, tidak bisa download sertifikat",Negatif
4295,EY,2021-12-13 11:04:49,Appnya terlalu ribet. Ngk nyaman,Negatif
4296,YA,2021-12-13 11:13:29,"Sangat dibutuhkan, semoga ngga lambat ya",Positif
4297,AP,2021-12-13 11:15:50,Sudah sebulan lebih vaksin... Sertifikat nggak muncul juga.... Kita ga boleh robot tapi yang jawab robot,Negatif
4298,LTH,2021-12-13 11:16:46,Aplikasi nya msh banyak bug nya blm bisa di sebut aplikasi yg wajib ada di hp kalo menurut saya,Negatif
4299,AF,2021-12-13 11:18:02,Ga bisa ngejek sertifikat faksin,Negatif
4300,BAR,2021-12-13 11:18:12,Oke,Positif
4301,HU,2021-12-13 11:18:33,"Aplikasi yg di gadang"" sebagai hal penting tpi malah tdk jelas..",Negatif
4302,VLA,2021-12-13 11:28:01,Sangat membantu 👍👍👍,Positif
4303,SU,2021-12-13 11:32:00,Sangat bagus,Positif
4304,SJ,2021-12-13 11:33:24,Sangat membantu untuk bepergian,Positif
4305,DN,2021-12-13 11:35:33,Vacsin kedua belum terbit,Negatif
4306,RD,2021-12-13 11:37:06,Sangat membantu,Positif
4307,GME,2021-12-13 11:44:16,"Bagus sekali untuk kebaikan bangsa Indonesia, baarakallahufiikum",Positif
4308,IM,2021-12-13 11:46:23,apnya bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!kenapa liat ke bawah akkan udah bilang apnya bagus,Positif
4309,RC,2021-12-13 11:47:54,Sering gagal cek in apalagi cek out...hape gw ram gede padahal parah neh malah bikin parah antrian bukan mengurangi antrian berkerumun,Negatif
4310,AEO,2021-12-13 11:50:11,Tidak bisa di akses pdhl sdh aktifitas di Mall,Negatif
4311,AL,2021-12-13 11:50:27,Sangat membantu sekali,Positif
4312,RS,2021-12-13 11:55:32,"Terlalu banyak bug, mau cek sertifikat aja lama bener, mana gagal truss, selesai vaksin malah tambah pusing",Negatif
4313,ZMM,2021-12-13 11:55:40,"Gak bisa login....login,masuk,verifikasi juga lama dan suka error sendiri tolong di perbaiki lagi🙏",Negatif
4314,TH,2021-12-13 11:59:32,3 dulu belum di coba,Positif
4315,YH,2021-12-13 12:05:45,Aplikasih bagus banget,Positif
4316,HT,2021-12-13 12:06:33,Semoga bisa membantu di mana Qt berada,Positif
4317,SM,2021-12-13 12:09:05,Ok,Positif
4318,SP,2021-12-13 12:10:23,Mantaaaap,Positif
4319,PI,2021-12-13 12:12:02,Ok,Positif
4320,PW,2021-12-13 12:12:41,"Server internal eror mulu. Di paksa vaksin tapi apk nya eror mulu, gk ada sertifikat vaksin semua di persulit. Makanya jangan di korupsi terus biaya operasional nya, server cacat maksa bikin apk, sekelas apk pemerintahan kayak gini.? Masih bagus juga apk swasta.",Negatif
4321,AR,2021-12-13 12:13:03,Alangkah susahnya instal aplikasi ini. Kasih bintang 1 saja .,Negatif
4322,RK,2021-12-13 12:15:55,"Sudah faksin gak bisa loading, bilangnya lagi nik salah, bahkan sudah banyak kali masuk nomor nik tetap slah",Negatif
4323,JA,2021-12-13 12:16:04,"Ribet sama ga bisa"" klaim sertifikatnya",Negatif
4324,ZS,2021-12-13 12:18:44,aplilasi virus paling aneh yang pernah ada di muka bumi,Negatif
4325,AS,2021-12-13 12:19:14,Mantap,Positif
4326,MD,2021-12-13 12:22:00,Tq,Positif
4327,EW,2021-12-13 12:22:05,Untuk pelabuhan ngak lengkap,Negatif
4328,SE,2021-12-13 12:22:52,Sgt baik,Positif
4329,YS,2021-12-13 12:28:09,Saya ngasih bintang 5 karena kasian ajah sama yang ngelola aplikasi ini 🤣,Positif
4330,BK,2021-12-13 12:28:51,Aplikasi tidak bisa di masuki 😠,Negatif
4331,N,2021-12-13 12:32:14,Sangat membantu..,Positif
4332,AAA,2021-12-13 12:32:29,Bagus😀,Positif
4333,MM,2021-12-13 12:34:44,Bgs,Positif
4334,RM,2021-12-13 12:40:48,Sangat bagus dan membantu,Positif
4335,SM,2021-12-13 12:40:54,Aplikasi bkn emosii8iiiiiiiiiiiiiiiiii,Negatif
4336,PB,2021-12-13 12:44:25,Apk apa an ini..keluar sendiri.gak ngontak bikin apk.jngan di persulit lah bro,Negatif
4337,DM,2021-12-13 12:47:06,Gk jelas dan berat apus lg dah,Negatif
4338,AF,2021-12-13 12:47:19,"Pengalaman saya untuk Vaksin ke 2 susah banget ngentri 3kali gak kebagian dosis nya di kampung .saya main ketanggerang ada vaksin ke 2 sinovac .saya nyampe ikutan vaksin sesudah di vaksin saya tanya sama orang"" yg bertugas vaksin masalah sertivikat katanya 4harian udah terupdate di peduli lindungi .tapi saya cek gak terupdate juga .dan saya ngmail kesemua akses link peduli lindungi tetep omongon nya sama suruh datang ke faskes yg anda vaksin.saya datang malah di suruh update kementrian kesehatan",Negatif
4339,TH,2021-12-13 12:48:47,TANHOKLAYPERDA BERINILAY 5 LIMA BINTANG*****,Positif
4340,SI,2021-12-13 12:49:59,Aplikasinya crash terus ketika akan login,Negatif
4341,LP,2021-12-13 12:55:13,kerja yang bener.!!!!,Negatif
4342,BM,2021-12-13 13:00:11,Bagus,Positif
4343,AQ,2021-12-13 13:01:23,Tanggal lahir d kasih manual aj masak suruh skip kan lama,Negatif
4344,RR,2021-12-13 13:03:18,"Perlu perbaikan ni apk, sering error, sertifikat vaksin susah di klaim, apk tiba2 keluar",Negatif
4345,WK,2021-12-13 13:03:23,The Best,Positif
4346,VTPV,2021-12-13 13:07:53,Sangat bagus jga membantu,Positif
4347,SHS,2021-12-13 13:08:03,Kok ngedowlod nya lama yah,Negatif
4348,AN,2021-12-13 13:16:11,selalu ngebug gagal terus padahal semua data yg saya ketik sudah benar.. tolong perbaiki lagi agar lebih mudah digunakan,Negatif
4349,RN,2021-12-13 13:19:15,Bagus,Positif
4350,HP,2021-12-13 13:19:20,"Vaksin kedua tidak bisa di buka, burik......",Negatif
4351,AQ,2021-12-13 13:22:38,Tidak bisa nge cek sama sekali. Selalu kembali dan kembali.. tolong ini aplikasi di perbaiki terlalu banyak bugnya,Negatif
4352,SI,2021-12-13 13:23:41,"Captha nya ngeselin udah lama lama ttp salah dan ujung ujung nya di suruh besok, mantap",Negatif
4353,HB,2021-12-13 13:29:03,Knp GK bisa scan ya padahal kemarin sudah dpt sertifikat,Negatif
4354,YY,2021-12-13 13:30:02,Namanya salah gk di rubah2 dri sananya 😤,Negatif
4355,WS,2021-12-13 13:30:14,"Aplikasi sampah, mau sampe berapakali ngurus chapta.... Buang buang duit negara!!!! Bikin apk tu yang bener, sewa orang yang emang bener bener kompeten",Negatif
4356,AJF,2021-12-13 13:38:24,Sertifikat vaksin dibilang belum terbit padahal saya sudah ada sebelumnya,Negatif
4357,FY,2021-12-13 13:42:23,Ini knpa gk bisa didownload lma bngt cma muter2 doang gk ke download2 gmna sih?,Negatif
4358,PS,2021-12-13 13:44:00,Bagus tingkatkan lg,Positif
4359,MY,2021-12-13 13:47:22,Good,Positif
4360,Z,2021-12-13 13:48:31,Ini kenapa ya saya tidak bisa login ke apk peduli lindungi padahal tanggal lahir benar nomor telp benar NIK bener tolong dong untuk developer memperbaiki ini,Negatif
4361,AF,2021-12-13 13:54:48,Luar biasa,Positif
4362,RA,2021-12-13 13:55:26,aplikasi sampah sertivikat ama tiket vaksin ga nongol nongol,Negatif
4363,PW,2021-12-13 14:03:54,Ok,Positif
4364,TH,2021-12-13 14:05:28,Bagus,Positif
4365,IM,2021-12-13 14:05:57,Lemot buka aplikasinya tolol perbaiki lh,Negatif
4366,FA,2021-12-13 14:07:26,"Tolong di evaluasi lagi. Terlebih saat masukin tanggal lahir, masa harus mencet lama. Emang gak bisa tinggal tulis sendiri supaya lebih mempermudah",Negatif
4367,AN,2021-12-13 14:09:28,Aplikasi aneh. Loadingnya amat sangat lama.,Negatif
4368,AD,2021-12-13 14:13:29,Okee sangat membantu,Positif
4369,HMP,2021-12-13 14:15:19,Maaf saya beri bintang 1. Aplokasinya tidk membantu. Sampai sekrang sertifikat vaksin tidak terbit juga hasil swab antigen dan PCR tidak dpt dilihat di apliksi.,Negatif
4370,BR,2021-12-13 14:19:21,"Untuk cek srtivikat aja di persulit .. pengaturan tanggal lahir juga manual banget harus klik klik trus smpe bner .. apalagi wktu tes aku bukan robot gila gk slesai"" .. di persulit banget",Negatif
4371,HT,2021-12-13 14:22:11,Aplikasi error,Negatif
4372,NS,2021-12-13 14:23:54,Nice,Positif
4373,SP,2021-12-13 14:25:34,saya suka aplikasi ini,Positif
4374,HI,2021-12-13 14:28:54,Sangat membantu,Positif
4375,MI,2021-12-13 14:30:23,"Data tidak update, sudah vaksin ke 2 tapi sertifikat tidak muncul",Negatif
4376,DR,2021-12-13 14:30:43,Ini gw ga bisa² klaim sertifikat vaksin gimana woi,Negatif
4377,RJ,2021-12-13 14:31:15,Nih apk sampe minta akses file foto segala... Ini kan bwt scan bkn scam...,Negatif
4378,AT,2021-12-13 14:35:20,Aplikasi belum siap eh pemerintah udah nyaranin semua pake apk ini banyak bug masukin tanggal lahir ga bisa manual ketik sampe cape nge-klik... Sering keluar sendiri eh kalo bukan aturan perusahaan ogah instal nih apk ada keluhan bukan di respon .. Indonesia di paksa modern dengan fasilitas yang masih rendah..,Negatif
4379,SN,2021-12-13 14:40:13,"UDAH VAKSIN KEDUA TAPI DI APLIKASI GAK BISA, SELALU KELUAR SENDIRI TOLONG DI PERBAIKI",Negatif
4380,DIN,2021-12-13 14:42:06,"Saya kira mempermudah, ternyata mempersulit",Negatif
4381,PS,2021-12-13 14:45:02,Kurang baguuus,Negatif
4382,YAO,2021-12-13 14:49:53,Piye gagal masuk terus aplikasi ora beres,Negatif
4383,DZ,2021-12-13 14:50:36,Kok gak keluar sih bro,Negatif
4384,SM,2021-12-13 14:54:33,Sangat membantu,Positif
4385,KM,2021-12-13 15:00:11,Cek certifikat vaksin,Positif
4386,OS,2021-12-13 15:04:08,"Tolong diperbaiki pada tahap pendaftaran pada sertifikasi vaksin terutama pada tahap tanggal, supaya bisa diketik manual, karena jika tidak begitu maka akan lama/memakan banyak waktu untuk mengatur tanggalnya. Mohon didengar dan diperbaiki lagi, atau bisa ubah metode tanggal menjadi bisa diketik saja. Sehingga mempermudah kita saat registrasi. Sekian Terima Kasih. Mohon ditanggapi secepatnya.",Negatif
4387,Y,2021-12-13 15:08:01,"Saya sudah vaksin ke 2, tapi tidak bisa cek sertifikat",Negatif
4388,MM,2021-12-13 15:08:54,"gaperna beres emang kalo yg ngurus pemerintah, masa nomor hp belum terdaftar tapi NIK sudah, trus loginnya pake apa ini",Negatif
4389,MM,2021-12-13 15:10:53,Semoga tidak banyak error,Positif
4390,DM,2021-12-13 15:11:35,Baik,Positif
4391,FS,2021-12-13 15:19:41,Tolong duluuuuu Kenapa ga ada pesan kode verifikasi ke nmr saya padahal udah berulang2 dicoba Saya butuh sertifikatnya kok malah dihambat begini,Negatif
4392,IS,2021-12-13 15:27:11,Ok,Positif
4393,KR,2021-12-13 15:27:47,"Tolong dong di perbaiki saya sudah berulang kali masuk selalu gagal, entah karna versi nya yg tidak mendukung atau sinyal. Mana saya mau ke luar kota kalo masih tidak bisa juga aplikasi nya gimana",Negatif
4394,AH,2021-12-13 15:31:39,Bagus untuk mencegah Corona,Positif
4395,AM,2021-12-13 15:35:25,"Aplikasi gk jelas pdahal dulu dah daftar bisa gara""aplikasi terhapus daftar lgi susah ulang""gk jelas masukan verivikasi gk muncullllllll",Negatif
4396,MJ,2021-12-13 15:37:21,Aplikasi rak jelas,Negatif
4397,AS,2021-12-13 15:44:46,TGL yg bekin ribet...lama bikinnya...kalau bisa di ketik langsung...,Negatif
4398,EH,2021-12-13 15:57:39,Gk jelas. Ngasih tanggal lahir 2021. Mana cara setting nya kayak gitu lagi. Di mundur dari bulan ke bulan. Parah 👎👎,Negatif
4399,RM,2021-12-13 16:05:02,Saya puas mempergunakan nya,Positif
4400,DD,2021-12-13 16:05:10,Bagussss boss,Positif
4401,MN,2021-12-13 16:09:07,Kayanya ribett deh,Negatif
4402,AS,2021-12-13 16:12:01,Udh vaksin dua tp gk ada sertifikat,Negatif
4403,BB,2021-12-13 16:12:04,Dah lumayan,Positif
4404,RVI,2021-12-13 16:17:01,"Ini Kenapa Ya Sertifikat Vaksin ke-2 Saya Tidak Muncul"" Udah saya Ke Puskesmas Di sana Ada Tapi Di Aplikasi Ini Ngak ada (Tolong Bantu Saya Agar Bisa Memunculkan Sertifikat Saya)Harus Gimana Lagi ini , Saya sudah pusing cuma ada sertifikat Vaksin Pertama saja kan Percuma",Negatif
4405,LH,2021-12-13 16:26:42,Bagus,Positif
4406,MM,2021-12-13 16:32:00,"Untuk mengkalim sertifikat vaksin diaplikasinya susah, captcha salah terus, padahal udah berapa kali di recaptcha",Negatif
4407,FG,2021-12-13 16:32:50,Alhamdulillah..sukses unduh sertifikat. Tapi Saya ingin bertanya apakah sertifikat ini di haruskan untuk dicetak se ukuran Ktp. Atau gimana? Mohon infonya ya min. TerimaKasih.,Positif
4408,CCA,2021-12-13 16:46:57,Sangat bermanfaat,Positif
4409,S,2021-12-13 16:53:58,"Sudah masukin nik, foto, tgl lahir, no hp. Ko masih erorr aja... Gk jelas banget.",Negatif
4410,ZHAF,2021-12-13 16:56:41,👍,Positif
4411,AA,2021-12-13 16:58:05,Bagus,Positif
4412,DE,2021-12-13 17:00:45,"Masih ditempat melulu,susah chekin",Negatif
4413,EE,2021-12-13 17:05:53,"Aplikasi nya koh di download susah betul dari tadi siang jm 11 sampe malam begini belum kelar"" Muter"" Kaya obat nyamuk",Negatif
4414,JJ,2021-12-13 17:19:18,Oke,Positif
4415,RP,2021-12-13 17:20:35,Ok,Positif
4416,PS,2021-12-13 17:23:00,Enggk bisa di download,Negatif
4417,UA,2021-12-13 17:24:57,"Kenapa selalu ""internal server error"" saya dulu sudah punya akun dengan nomor, hp hilang dengan nomor nya, mau buka aplikasi ini kok susah dengan no baru pakai email pula, harusnya kalo memang NIK sudah terdaftar gak usah susah bin ribet lah. Karena NIK itu hanya 1 orang 1 nik.",Negatif
4418,PH,2021-12-13 17:25:22,Bagus banget,Positif
4419,MM,2021-12-13 17:36:44,jelek banget,Negatif
4420,RJ,2021-12-13 17:43:19,Ok,Positif
4421,IAA,2021-12-13 17:45:02,"Aplikasi apa ini, tak berguna",Negatif
4422,FW,2021-12-13 17:46:02,Mantap,Positif
4423,YP,2021-12-13 17:46:14,Pala w pusing bgt.. Bis di vaksin..,Negatif
4424,ML,2021-12-13 17:46:33,"Terlalu banyak bug, sehingga daftar yang seharusnya 2 menit malah menghabiskan waktu 2 jam lebih👎",Negatif
4425,SP,2021-12-13 17:49:26,"Mau buka sertifikat vaksin aja susah banget, gimana sih ini, percuma dong vaksin kalo mau liat sertifikat aja susah hadeuhh",Negatif
4426,NR,2021-12-13 17:51:50,Tidak bisa di buka heran,Negatif
4427,RM,2021-12-13 17:55:28,"Ngisi tanggal lahirr susah amat!!! Udh d klikk tahun nya,udh sesuai, ehh tanggal sama bulan nya susah diubah,gmana siiiii!!!!! Nge klaim sertifikat jg susah amat Ngelengkapi data juga ssma,ribetnya minta ampun,udh ngisi lengkap tapi slalu ada keterangan irternal server Error, udh d coba ulangi beberapa kali,masih aja!!",Negatif
4428,FZ,2021-12-13 17:59:37,gajelas bgt aplikasi nya gabisa di bukasmaa sekali pas mau di bukaada baacaan aplikasi telah berhenti sy mau scan barcode pake aplikasi lain yang bisa scan ini juga tetep gabisa tolong di perbaiki aplikasinya,Negatif
